year,host,stage,group,date,home,away,home_score,away_score,extra_time,pens_home,pens_away,venue,city,source
2002,South Korea & Japan,group,C,2002-06-04,China,Costa Rica,0,2,,,,Gwangju World Cup Stadium,Gwangju,openfootball
2002,South Korea & Japan,group,C,2002-06-08,Brazil,China,4,0,,,,Jeju World Cup Stadium,Jeju,openfootball
2002,South Korea & Japan,group,C,2002-06-09,Costa Rica,Turkey,1,1,,,,Incheon Munhak Stadium,Incheon,openfootball
2002,South Korea & Japan,group,C,2002-06-13,Costa Rica,Brazil,2,5,,,,Suwon World Cup Stadium,Suwon,openfootball
2002,South Korea & Japan,group,C,2002-06-13,Turkey,China,3,0,,,,Seoul World Cup Stadium,Seoul,openfootball
2002,South Korea & Japan,group,D,2002-06-04,South Korea,Poland,2,0,,,,Asiad Main Stadium,Busan,openfootball
2002,South Korea & Japan,group,D,2002-06-05,USA,Portugal,3,2,,,,Suwon World Cup Stadium,Suwon,openfootball
2002,South Korea & Japan,group,D,2002-06-10,South Korea,USA,1,1,,,,Daegu World Cup Stadium,Daegu,openfootball
2002,South Korea & Japan,group,D,2002-06-10,Portugal,Poland,4,0,,,,Jeonju World Cup Stadium,Jeonju,openfootball
2002,South Korea & Japan,group,D,2002-06-14,Portugal,South Korea,0,1,,,,Incheon Munhak Stadium,Incheon,openfootball
2002,South Korea & Japan,group,D,2002-06-14,Poland,USA,3,1,,,,Daejeon World Cup Stadium,Daejeon,openfootball
2002,South Korea & Japan,group,E,2002-06-01,Ireland,Cameroon,1,1,,,,Niigata Stadium,Niigata,openfootball
2002,South Korea & Japan,group,E,2002-06-01,Germany,Saudi Arabia,8,0,,,,Sapporo Dome,Sapporo,openfootball
2002,South Korea & Japan,group,E,2002-06-05,Germany,Ireland,1,1,,,,Kashima Soccer Stadium,Ibaraki,openfootball
2002,South Korea & Japan,group,E,2002-06-06,Cameroon,Saudi Arabia,1,0,,,,Saitama Stadium,Saitama,openfootball
2002,South Korea & Japan,group,E,2002-06-11,Cameroon,Germany,0,2,,,,Shizuoka Stadium,Shizuoka,openfootball
2002,South Korea & Japan,group,E,2002-06-11,Saudi Arabia,Ireland,0,3,,,,International Stadium Yokohama,Yokohama,openfootball
2002,South Korea & Japan,group,F,2002-06-02,England,Sweden,1,1,,,,Saitama Stadium,Saitama,openfootball
2002,South Korea & Japan,group,F,2002-06-02,Argentina,Nigeria,1,0,,,,Kashima Soccer Stadium,Ibaraki,openfootball
2002,South Korea & Japan,group,F,2002-06-07,Sweden,Nigeria,2,1,,,,Kobe Wing Stadium,Kobe,openfootball
2002,South Korea & Japan,group,F,2002-06-07,Argentina,England,0,1,,,,Sapporo Dome,Sapporo,openfootball
2002,South Korea & Japan,group,F,2002-06-12,Sweden,Argentina,1,1,,,,Miyagi Stadium,Miyagi,openfootball
2002,South Korea & Japan,group,F,2002-06-12,Nigeria,England,0,0,,,,Nagai Stadium,Osaka,openfootball
2002,South Korea & Japan,group,G,2002-06-03,Croatia,Mexico,0,1,,,,Niigata Stadium,Niigata,openfootball
2002,South Korea & Japan,group,G,2002-06-03,Italy,Ecuador,2,0,,,,Sapporo Dome,Sapporo,openfootball
2002,South Korea & Japan,group,G,2002-06-08,Italy,Croatia,1,2,,,,Kashima Soccer Stadium,Ibaraki,openfootball
2002,South Korea & Japan,group,G,2002-06-09,Mexico,Ecuador,2,1,,,,Miyagi Stadium,Miyagi,openfootball
2002,South Korea & Japan,group,G,2002-06-13,Mexico,Italy,1,1,,,,Ōita Stadium,Ōita,openfootball
2002,South Korea & Japan,group,G,2002-06-13,Ecuador,Croatia,1,0,,,,International Stadium Yokohama,Yokohama,openfootball
2002,South Korea & Japan,group,H,2002-06-04,Japan,Belgium,2,2,,,,Saitama Stadium,Saitama,openfootball
2002,South Korea & Japan,group,H,2002-06-05,Russia,Tunisia,2,0,,,,Kobe Wing Stadium,Kobe,openfootball
2002,South Korea & Japan,group,H,2002-06-09,Japan,Russia,1,0,,,,International Stadium Yokohama,Yokohama,openfootball
2002,South Korea & Japan,group,H,2002-06-10,Tunisia,Belgium,1,1,,,,Ōita Stadium,Ōita,openfootball
2002,South Korea & Japan,group,H,2002-06-14,Tunisia,Japan,0,2,,,,Nagai Stadium,Osaka,openfootball
2002,South Korea & Japan,group,H,2002-06-14,Belgium,Russia,3,2,,,,Shizuoka Stadium,Shizuoka,openfootball
2002,South Korea & Japan,round-of-16,,2002-06-15,Germany,Paraguay,1,0,,,,Jeju World Cup Stadium,Jeju,openfootball
2002,South Korea & Japan,round-of-16,,2002-06-15,Denmark,England,0,3,,,,Niigata Stadium,Niigata,openfootball
2002,South Korea & Japan,round-of-16,,2002-06-16,Sweden,Senegal,1,2,Y,,,Ōita Stadium,Ōita,openfootball
2002,South Korea & Japan,round-of-16,,2002-06-16,Spain,Ireland,1,1,Y,3,2,Suwon World Cup Stadium,Suwon,openfootball
2002,South Korea & Japan,round-of-16,,2002-06-17,Mexico,USA,0,2,,,,Jeonju World Cup Stadium,Jeonju,openfootball
2002,South Korea & Japan,round-of-16,,2002-06-17,Brazil,Belgium,2,0,,,,Kobe Wing Stadium,Kobe,openfootball
2002,South Korea & Japan,round-of-16,,2002-06-18,Japan,Turkey,0,1,,,,Miyagi Stadium,Miyagi,openfootball
2002,South Korea & Japan,round-of-16,,2002-06-18,South Korea,Italy,2,1,Y,,,Daejeon World Cup Stadium,Daejeon,openfootball
2002,South Korea & Japan,quarter-final,,2002-06-21,England,Brazil,1,2,,,,Shizuoka Stadium,Shizuoka,openfootball
2002,South Korea & Japan,quarter-final,,2002-06-21,Germany,USA,1,0,,,,Munsu Cup Stadium,Ulsan,openfootball
2002,South Korea & Japan,quarter-final,,2002-06-22,Spain,South Korea,0,0,Y,3,5,Gwangju World Cup Stadium,Gwangju,openfootball
2002,South Korea & Japan,quarter-final,,2002-06-22,Senegal,Turkey,0,1,Y,,,Nagai Stadium,Osaka,openfootball
2002,South Korea & Japan,semi-final,,2002-06-25,Germany,South Korea,1,0,,,,Seoul World Cup Stadium,Seoul,openfootball
2002,South Korea & Japan,semi-final,,2002-06-26,Brazil,Turkey,1,0,,,,Saitama Stadium,Saitama,openfootball
2002,South Korea & Japan,third-place,,2002-06-29,South Korea,Turkey,2,3,,,,Daegu World Cup Stadium,Daegu,openfootball
2002,South Korea & Japan,final,,2002-06-30,Germany,Brazil,0,2,,,,International Stadium Yokohama,Yokohama,openfootball
2006,Germany,group,A,2006-06-09,Germany,Costa Rica,4,2,,,,Allianz Arena,München,openfootball
2006,Germany,group,A,2006-06-09,Poland,Ecuador,0,2,,,,Veltins-Arena,Gelsenkirchen,openfootball
2006,Germany,group,A,2006-06-14,Germany,Poland,1,0,,,,Signal Iduna Park,Dortmund,openfootball
2006,Germany,group,A,2006-06-15,Ecuador,Costa Rica,3,0,,,,AOL Arena,Hamburg,openfootball
2006,Germany,group,A,2006-06-20,Ecuador,Germany,0,3,,,,Olympiastadion,Berlin,openfootball
2006,Germany,group,A,2006-06-20,Costa Rica,Poland,1,2,,,,AWD-Arena,Hannover,openfootball
2006,Germany,group,B,2006-06-10,England,Paraguay,1,0,,,,Commerzbank-Arena,Frankfurt,openfootball
2006,Germany,group,B,2006-06-10,Trinidad and Tobago,Sweden,0,0,,,,Signal Iduna Park,Dortmund,openfootball
2006,Germany,group,B,2006-06-15,England,Trinidad and Tobago,2,0,,,,Frankenstadion,Nürnberg,openfootball
2006,Germany,group,B,2006-06-15,Sweden,Paraguay,1,0,,,,Olympiastadion,Berlin,openfootball
2006,Germany,group,B,2006-06-20,Sweden,England,2,2,,,,RheinEnergieStadion,Köln,openfootball
2006,Germany,group,B,2006-06-20,Paraguay,Trinidad and Tobago,2,0,,,,Fritz-Walter-Stadion,Kaiserslautern,openfootball
2006,Germany,group,C,2006-06-10,Argentina,Côte d'Ivoire,2,1,,,,AOL Arena,Hamburg,openfootball
2006,Germany,group,C,2006-06-11,Serbia and Montenegro,Netherlands,0,1,,,,Zentralstadion,Leipzig,openfootball
2006,Germany,group,C,2006-06-16,Argentina,Serbia and Montenegro,6,0,,,,Veltins-Arena,Gelsenkirchen,openfootball
2006,Germany,group,C,2006-06-16,Netherlands,Côte d'Ivoire,2,1,,,,Gottlieb-Daimler-Stadion,Stuttgart,openfootball
2006,Germany,group,C,2006-06-21,Netherlands,Argentina,0,0,,,,Commerzbank-Arena,Frankfurt,openfootball
2006,Germany,group,C,2006-06-21,Côte d'Ivoire,Serbia and Montenegro,3,2,,,,Allianz Arena,München,openfootball
2006,Germany,group,D,2006-06-11,Mexico,Iran,3,1,,,,Frankenstadion,Nürnberg,openfootball
2006,Germany,group,D,2006-06-11,Angola,Portugal,0,1,,,,RheinEnergieStadion,Köln,openfootball
2006,Germany,group,D,2006-06-16,Mexico,Angola,0,0,,,,AWD-Arena,Hannover,openfootball
2006,Germany,group,D,2006-06-17,Portugal,Iran,2,0,,,,Commerzbank-Arena,Frankfurt,openfootball
2006,Germany,group,D,2006-06-21,Portugal,Mexico,2,1,,,,Veltins-Arena,Gelsenkirchen,openfootball
2006,Germany,group,D,2006-06-21,Iran,Angola,1,1,,,,Zentralstadion,Leipzig,openfootball
2006,Germany,group,E,2006-06-12,Italy,Ghana,2,0,,,,AWD-Arena,Hannover,openfootball
2006,Germany,group,E,2006-06-12,USA,Czech Republic,0,3,,,,Veltins-Arena,Gelsenkirchen,openfootball
2006,Germany,group,E,2006-06-17,Italy,USA,1,1,,,,Fritz-Walter-Stadion,Kaiserslautern,openfootball
2006,Germany,group,E,2006-06-17,Czech Republic,Ghana,0,2,,,,RheinEnergieStadion,Köln,openfootball
2006,Germany,group,E,2006-06-22,Czech Republic,Italy,0,2,,,,AOL Arena,Hamburg,openfootball
2006,Germany,group,E,2006-06-22,Ghana,USA,2,1,,,,Frankenstadion,Nürnberg,openfootball
2006,Germany,group,F,2006-06-13,Brazil,Croatia,1,0,,,,Olympiastadion,Berlin,openfootball
2006,Germany,group,F,2006-06-12,Australia,Japan,3,1,,,,Fritz-Walter-Stadion,Kaiserslautern,openfootball
2006,Germany,group,F,2006-06-18,Brazil,Australia,2,0,,,,Allianz Arena,München,openfootball
2006,Germany,group,F,2006-06-18,Japan,Croatia,0,0,,,,Frankenstadion,Nürnberg,openfootball
2006,Germany,group,F,2006-06-22,Japan,Brazil,1,4,,,,Signal Iduna Park,Dortmund,openfootball
2006,Germany,group,F,2006-06-22,Croatia,Australia,2,2,,,,Gottlieb-Daimler-Stadion,Stuttgart,openfootball
2006,Germany,group,G,2006-06-13,France,Switzerland,0,0,,,,Gottlieb-Daimler-Stadion,Stuttgart,openfootball
2006,Germany,group,G,2006-06-13,South Korea,Togo,2,1,,,,Commerzbank-Arena,Frankfurt,openfootball
2006,Germany,group,G,2006-06-18,France,South Korea,1,1,,,,Zentralstadion,Leipzig,openfootball
2006,Germany,group,G,2006-06-19,Togo,Switzerland,0,2,,,,Signal Iduna Park,Dortmund,openfootball
2006,Germany,group,G,2006-06-23,Togo,France,0,2,,,,RheinEnergieStadion,Köln,openfootball
2006,Germany,group,G,2006-06-23,Switzerland,South Korea,2,0,,,,AWD-Arena,Hannover,openfootball
2006,Germany,group,H,2006-06-14,Spain,Ukraine,4,0,,,,Zentralstadion,Leipzig,openfootball
2006,Germany,group,H,2006-06-14,Tunisia,Saudi Arabia,2,2,,,,Allianz Arena,München,openfootball
2006,Germany,group,H,2006-06-19,Spain,Tunisia,3,1,,,,Gottlieb-Daimler-Stadion,Stuttgart,openfootball
2006,Germany,group,H,2006-06-19,Saudi Arabia,Ukraine,0,4,,,,AOL Arena,Hamburg,openfootball
2006,Germany,group,H,2006-06-23,Saudi Arabia,Spain,0,1,,,,Fritz-Walter-Stadion,Kaiserslautern,openfootball
2006,Germany,group,H,2006-06-23,Ukraine,Tunisia,1,0,,,,Olympiastadion,Berlin,openfootball
2006,Germany,round-of-16,,2006-06-24,Germany,Sweden,2,0,,,,Allianz Arena,München,openfootball
2006,Germany,round-of-16,,2006-06-24,Argentina,Mexico,2,1,Y,,,Zentralstadion,Leipzig,openfootball
2006,Germany,round-of-16,,2006-06-25,England,Ecuador,1,0,,,,Gottlieb-Daimler-Stadion,Stuttgart,openfootball
2006,Germany,round-of-16,,2006-06-25,Portugal,Netherlands,1,0,,,,Frankenstadion,Nürnberg,openfootball
2006,Germany,round-of-16,,2006-06-26,Italy,Australia,1,0,,,,Fritz-Walter-Stadion,Kaiserslautern,openfootball
2006,Germany,round-of-16,,2006-06-26,Switzerland,Ukraine,0,0,Y,0,3,RheinEnergieStadion,Köln,openfootball
2006,Germany,round-of-16,,2006-06-27,Brazil,Ghana,3,0,,,,Signal Iduna Park,Dortmund,openfootball
2006,Germany,round-of-16,,2006-06-27,Spain,France,1,3,,,,AWD-Arena,Hannover,openfootball
2006,Germany,quarter-final,,2006-06-30,Germany,Argentina,1,1,Y,4,2,Olympiastadion,Berlin,openfootball
2006,Germany,quarter-final,,2006-06-30,Italy,Ukraine,3,0,,,,AOL Arena,Hamburg,openfootball
2006,Germany,quarter-final,,2006-07-01,England,Portugal,0,0,Y,1,3,Veltins-Arena,Gelsenkirchen,openfootball
2006,Germany,quarter-final,,2006-07-01,Brazil,France,0,1,,,,Commerzbank-Arena,Frankfurt,openfootball
2006,Germany,semi-final,,2006-07-04,Germany,Italy,0,2,Y,,,Signal Iduna Park,Dortmund,openfootball
2006,Germany,semi-final,,2006-07-05,Portugal,France,0,1,,,,Allianz Arena,München,openfootball
2006,Germany,third-place,,2006-07-08,Germany,Portugal,3,1,,,,Gottlieb-Daimler-Stadion,Stuttgart,openfootball
2006,Germany,final,,2006-07-09,Italy,France,1,1,Y,5,3,Olympiastadion,Berlin,openfootball
2010,South Africa,group,A,2010-06-11,South Africa,Mexico,1,1,,,,Soccer City,Johannesburg,openfootball
2010,South Africa,group,A,2010-06-11,Uruguay,France,0,0,,,,Cape Town Stadium,Cape Town,openfootball
2010,South Africa,group,A,2010-06-16,South Africa,Uruguay,0,3,,,,Loftus Versfeld Stadium,Pretoria,openfootball
2010,South Africa,group,A,2010-06-17,France,Mexico,0,2,,,,Peter Mokaba Stadium,Polokwane,openfootball
2010,South Africa,group,A,2010-06-22,Mexico,Uruguay,0,1,,,,Royal Bafokeng Stadium,Rustenburg,openfootball
2010,South Africa,group,A,2010-06-22,France,South Africa,1,2,,,,Free State Stadium,Bloemfontein,openfootball
2010,South Africa,group,B,2010-06-12,South Korea,Greece,2,0,,,,Nelson Mandela Bay Stadium,Port Elizabeth,openfootball
2010,South Africa,group,B,2010-06-12,Argentina,Nigeria,1,0,,,,Ellis Park Stadium,Johannesburg,openfootball
2010,South Africa,group,B,2010-06-17,Argentina,South Korea,4,1,,,,Soccer City,Johannesburg,openfootball
2010,South Africa,group,B,2010-06-17,Greece,Nigeria,2,1,,,,Free State Stadium,Bloemfontein,openfootball
2010,South Africa,group,B,2010-06-22,Nigeria,South Korea,2,2,,,,Moses Mabhida Stadium,Durban,openfootball
2010,South Africa,group,B,2010-06-22,Greece,Argentina,0,2,,,,Peter Mokaba Stadium,Polokwane,openfootball
2010,South Africa,group,C,2010-06-12,England,USA,1,1,,,,Royal Bafokeng Stadium,Rustenburg,openfootball
2010,South Africa,group,C,2010-06-13,Algeria,Slovenia,0,1,,,,Peter Mokaba Stadium,Polokwane,openfootball
2010,South Africa,group,C,2010-06-18,Slovenia,USA,2,2,,,,Ellis Park Stadium,Johannesburg,openfootball
2010,South Africa,group,C,2010-06-18,England,Algeria,0,0,,,,Cape Town Stadium,Cape Town,openfootball
2010,South Africa,group,C,2010-06-23,USA,Algeria,1,0,,,,Loftus Versfeld Stadium,Pretoria,openfootball
2010,South Africa,group,C,2010-06-23,Slovenia,England,0,1,,,,Nelson Mandela Bay Stadium,Port Elizabeth,openfootball
2010,South Africa,group,D,2010-06-13,Serbia,Ghana,0,1,,,,Loftus Versfeld Stadium,Pretoria,openfootball
2010,South Africa,group,D,2010-06-13,Germany,Australia,4,0,,,,Moses Mabhida Stadium,Durban,openfootball
2010,South Africa,group,D,2010-06-18,Germany,Serbia,0,1,,,,Nelson Mandela Bay Stadium,Port Elizabeth,openfootball
2010,South Africa,group,D,2010-06-19,Ghana,Australia,1,1,,,,Royal Bafokeng Stadium,Rustenburg,openfootball
2010,South Africa,group,D,2010-06-23,Australia,Serbia,2,1,,,,Mbombela Stadium,Nelspruit,openfootball
2010,South Africa,group,D,2010-06-23,Ghana,Germany,0,1,,,,Soccer City,Johannesburg,openfootball
2010,South Africa,group,E,2010-06-14,Netherlands,Denmark,2,0,,,,Soccer City,Johannesburg,openfootball
2010,South Africa,group,E,2010-06-14,Japan,Cameroon,1,0,,,,Free State Stadium,Bloemfontein,openfootball
2010,South Africa,group,E,2010-06-19,Netherlands,Japan,1,0,,,,Moses Mabhida Stadium,Durban,openfootball
2010,South Africa,group,E,2010-06-19,Cameroon,Denmark,1,2,,,,Loftus Versfeld Stadium,Pretoria,openfootball
2010,South Africa,group,E,2010-06-24,Denmark,Japan,1,3,,,,Royal Bafokeng Stadium,Rustenburg,openfootball
2010,South Africa,group,E,2010-06-24,Cameroon,Netherlands,1,2,,,,Cape Town Stadium,Cape Town,openfootball
2010,South Africa,group,F,2010-06-14,Italy,Paraguay,1,1,,,,Cape Town Stadium,Cape Town,openfootball
2010,South Africa,group,F,2010-06-15,New Zealand,Slovakia,1,1,,,,Royal Bafokeng Stadium,Rustenburg,openfootball
2010,South Africa,group,F,2010-06-20,Slovakia,Paraguay,0,2,,,,Free State Stadium,Bloemfontein,openfootball
2010,South Africa,group,F,2010-06-20,Italy,New Zealand,1,1,,,,Mbombela Stadium,Nelspruit,openfootball
2010,South Africa,group,F,2010-06-24,Slovakia,Italy,3,2,,,,Ellis Park Stadium,Johannesburg,openfootball
2010,South Africa,group,F,2010-06-24,Paraguay,New Zealand,0,0,,,,Peter Mokaba Stadium,Polokwane,openfootball
2010,South Africa,group,G,2010-06-15,Côte d'Ivoire,Portugal,0,0,,,,Nelson Mandela Bay Stadium,Port Elizabeth,openfootball
2010,South Africa,group,G,2010-06-15,Brazil,North Korea,2,1,,,,Ellis Park Stadium,Johannesburg,openfootball
2010,South Africa,group,G,2010-06-20,Brazil,Côte d'Ivoire,3,1,,,,Soccer City,Johannesburg,openfootball
2010,South Africa,group,G,2010-06-21,Portugal,North Korea,7,0,,,,Cape Town Stadium,Cape Town,openfootball
2010,South Africa,group,G,2010-06-25,Portugal,Brazil,0,0,,,,Moses Mabhida Stadium,Durban,openfootball
2010,South Africa,group,G,2010-06-25,North Korea,Côte d'Ivoire,0,3,,,,Mbombela Stadium,Nelspruit,openfootball
2010,South Africa,group,H,2010-06-16,Honduras,Chile,0,1,,,,Mbombela Stadium,Nelspruit,openfootball
2010,South Africa,group,H,2010-06-16,Spain,Switzerland,0,1,,,,Moses Mabhida Stadium,Durban,openfootball
2010,South Africa,group,H,2010-06-21,Chile,Switzerland,1,0,,,,Nelson Mandela Bay Stadium,Port Elizabeth,openfootball
2010,South Africa,group,H,2010-06-21,Spain,Honduras,2,0,,,,Ellis Park Stadium,Johannesburg,openfootball
2010,South Africa,group,H,2010-06-25,Chile,Spain,1,2,,,,Loftus Versfeld Stadium,Pretoria,openfootball
2010,South Africa,group,H,2010-06-25,Switzerland,Honduras,0,0,,,,Free State Stadium,Bloemfontein,openfootball
2010,South Africa,round-of-16,,2010-06-26,Uruguay,South Korea,2,1,,,,Nelson Mandela Bay Stadium,Port Elizabeth,openfootball
2010,South Africa,round-of-16,,2010-06-26,USA,Ghana,1,2,Y,,,Royal Bafokeng Stadium,Rustenburg,openfootball
2010,South Africa,round-of-16,,2010-06-27,Germany,England,4,1,,,,Free State Stadium,Bloemfontein,openfootball
2010,South Africa,round-of-16,,2010-06-27,Argentina,Mexico,3,1,,,,Soccer City,Johannesburg,openfootball
2010,South Africa,round-of-16,,2010-06-28,Netherlands,Slovakia,2,1,,,,Moses Mabhida Stadium,Durban,openfootball
2010,South Africa,round-of-16,,2010-06-28,Brazil,Chile,3,0,,,,Ellis Park Stadium,Johannesburg,openfootball
2010,South Africa,round-of-16,,2010-06-29,Paraguay,Japan,0,0,Y,5,3,Loftus Versfeld Stadium,Pretoria,openfootball
2010,South Africa,round-of-16,,2010-06-29,Spain,Portugal,1,0,,,,Cape Town Stadium,Cape Town,openfootball
2010,South Africa,quarter-final,,2010-07-02,Netherlands,Brazil,2,1,,,,Nelson Mandela Bay Stadium,Port Elizabeth,openfootball
2010,South Africa,quarter-final,,2010-07-02,Uruguay,Ghana,1,1,Y,4,2,Soccer City,Johannesburg,openfootball
2010,South Africa,quarter-final,,2010-07-03,Argentina,Germany,0,4,,,,Cape Town Stadium,Cape Town,openfootball
2010,South Africa,quarter-final,,2010-07-03,Paraguay,Spain,0,1,,,,Ellis Park Stadium,Johannesburg,openfootball
2010,South Africa,semi-final,,2010-07-06,Uruguay,Netherlands,2,3,,,,Cape Town Stadium,Cape Town,openfootball
2010,South Africa,semi-final,,2010-07-07,Germany,Spain,0,1,,,,Moses Mabhida Stadium,Durban,openfootball
2010,South Africa,third-place,,2010-07-10,Uruguay,Germany,2,3,,,,Nelson Mandela Bay Stadium,Port Elizabeth,openfootball
2010,South Africa,final,,2010-07-11,Netherlands,Spain,0,1,Y,,,Soccer City,Johannesburg,openfootball
2014,Brazil,group,A,2014-06-12,Brazil,Croatia,3,1,,,,Arena de São Paulo,São Paulo,openfootball
2014,Brazil,group,A,2014-06-13,Mexico,Cameroon,1,0,,,,Estádio das Dunas,Natal,openfootball
2014,Brazil,group,A,2014-06-17,Brazil,Mexico,0,0,,,,Estádio Castelão,Fortaleza,openfootball
2014,Brazil,group,A,2014-06-18,Cameroon,Croatia,0,4,,,,Arena Amazônia,Manaus,openfootball
2014,Brazil,group,A,2014-06-23,Cameroon,Brazil,1,4,,,,Estádio Nacional Mané Garrincha,Brasília,openfootball
2014,Brazil,group,A,2014-06-23,Croatia,Mexico,1,3,,,,Arena Pernambuco,Recife,openfootball
2014,Brazil,group,B,2014-06-13,Spain,Netherlands,1,5,,,,Arena Fonte Nova,Salvador,openfootball
2014,Brazil,group,B,2014-06-13,Chile,Australia,3,1,,,,Arena Pantanal,Cuiabá,openfootball
2014,Brazil,group,B,2014-06-18,Australia,Netherlands,2,3,,,,Estádio Beira-Rio,Porto Alegre,openfootball
2014,Brazil,group,B,2014-06-18,Spain,Chile,0,2,,,,Estádio do Maracanã,Rio de Janeiro,openfootball
2014,Brazil,group,B,2014-06-23,Australia,Spain,0,3,,,,Arena da Baixada,Curitiba,openfootball
2014,Brazil,group,B,2014-06-23,Netherlands,Chile,2,0,,,,Arena de São Paulo,São Paulo,openfootball
2014,Brazil,group,C,2014-06-14,Colombia,Greece,3,0,,,,Estádio Mineirão,Belo Horizonte,openfootball
2014,Brazil,group,C,2014-06-14,Côte d'Ivoire,Japan,2,1,,,,Arena Pernambuco,Recife,openfootball
2014,Brazil,group,C,2014-06-19,Colombia,Côte d'Ivoire,2,1,,,,Estádio Nacional Mané Garrincha,Brasília,openfootball
2014,Brazil,group,C,2014-06-19,Japan,Greece,0,0,,,,Estádio das Dunas,Natal,openfootball
2014,Brazil,group,C,2014-06-24,Japan,Colombia,1,4,,,,Arena Pantanal,Cuiabá,openfootball
2014,Brazil,group,C,2014-06-24,Greece,Côte d'Ivoire,2,1,,,,Estádio Castelão,Fortaleza,openfootball
2014,Brazil,group,D,2014-06-14,Uruguay,Costa Rica,1,3,,,,Estádio Castelão,Fortaleza,openfootball
2014,Brazil,group,D,2014-06-14,England,Italy,1,2,,,,Arena Amazônia,Manaus,openfootball
2014,Brazil,group,D,2014-06-19,Uruguay,England,2,1,,,,Arena de São Paulo,São Paulo,openfootball
2014,Brazil,group,D,2014-06-20,Italy,Costa Rica,0,1,,,,Arena Pernambuco,Recife,openfootball
2014,Brazil,group,D,2014-06-24,Italy,Uruguay,0,1,,,,Estádio das Dunas,Natal,openfootball
2014,Brazil,group,D,2014-06-24,Costa Rica,England,0,0,,,,Estádio Mineirão,Belo Horizonte,openfootball
2014,Brazil,group,E,2014-06-15,Switzerland,Ecuador,2,1,,,,Estádio Nacional Mané Garrincha,Brasília,openfootball
2014,Brazil,group,E,2014-06-15,France,Honduras,3,0,,,,Estádio Beira-Rio,Porto Alegre,openfootball
2014,Brazil,group,E,2014-06-20,Switzerland,France,2,5,,,,Arena Fonte Nova,Salvador,openfootball
2014,Brazil,group,E,2014-06-20,Honduras,Ecuador,1,2,,,,Arena da Baixada,Curitiba,openfootball
2014,Brazil,group,E,2014-06-25,Honduras,Switzerland,0,3,,,,Arena Amazônia,Manaus,openfootball
2014,Brazil,group,E,2014-06-25,Ecuador,France,0,0,,,,Estádio do Maracanã,Rio de Janeiro,openfootball
2014,Brazil,group,F,2014-06-15,Argentina,Bosnia-Herzegovina,2,1,,,,Estádio do Maracanã,Rio de Janeiro,openfootball
2014,Brazil,group,F,2014-06-16,Iran,Nigeria,0,0,,,,Arena da Baixada,Curitiba,openfootball
2014,Brazil,group,F,2014-06-21,Argentina,Iran,1,0,,,,Estádio Mineirão,Belo Horizonte,openfootball
2014,Brazil,group,F,2014-06-21,Nigeria,Bosnia-Herzegovina,1,0,,,,Arena Pantanal,Cuiabá,openfootball
2014,Brazil,group,F,2014-06-25,Nigeria,Argentina,2,3,,,,Estádio Beira-Rio,Porto Alegre,openfootball
2014,Brazil,group,F,2014-06-25,Bosnia-Herzegovina,Iran,3,1,,,,Arena Fonte Nova,Salvador,openfootball
2014,Brazil,group,G,2014-06-16,Germany,Portugal,4,0,,,,Arena Fonte Nova,Salvador,openfootball
2014,Brazil,group,G,2014-06-16,Ghana,USA,1,2,,,,Estádio das Dunas,Natal,openfootball
2014,Brazil,group,G,2014-06-21,Germany,Ghana,2,2,,,,Estádio Castelão,Fortaleza,openfootball
2014,Brazil,group,G,2014-06-22,USA,Portugal,2,2,,,,Arena Amazônia,Manaus,openfootball
2014,Brazil,group,G,2014-06-26,USA,Germany,0,1,,,,Arena Pernambuco,Recife,openfootball
2014,Brazil,group,G,2014-06-26,Portugal,Ghana,2,1,,,,Estádio Nacional Mané Garrincha,Brasília,openfootball
2014,Brazil,group,H,2014-06-17,Belgium,Algeria,2,1,,,,Estádio Mineirão,Belo Horizonte,openfootball
2014,Brazil,group,H,2014-06-17,Russia,South Korea,1,1,,,,Arena Pantanal,Cuiabá,openfootball
2014,Brazil,group,H,2014-06-22,Belgium,Russia,1,0,,,,Estádio do Maracanã,Rio de Janeiro,openfootball
2014,Brazil,group,H,2014-06-22,South Korea,Algeria,2,4,,,,Estádio Beira-Rio,Porto Alegre,openfootball
2014,Brazil,group,H,2014-06-26,South Korea,Belgium,0,1,,,,Arena de São Paulo,São Paulo,openfootball
2014,Brazil,group,H,2014-06-26,Algeria,Russia,1,1,,,,Arena da Baixada,Curitiba,openfootball
2014,Brazil,round-of-16,,2014-06-28,Brazil,Chile,1,1,Y,3,2,Estádio Mineirão,Belo Horizonte,openfootball
2014,Brazil,round-of-16,,2014-06-28,Colombia,Uruguay,2,0,,,,Estádio do Maracanã,Rio de Janeiro,openfootball
2014,Brazil,round-of-16,,2014-06-29,Netherlands,Mexico,2,1,,,,Estádio Castelão,Fortaleza,openfootball
2014,Brazil,round-of-16,,2014-06-29,Costa Rica,Greece,1,1,Y,5,3,Arena Pernambuco,Recife,openfootball
2014,Brazil,round-of-16,,2014-06-30,France,Nigeria,2,0,,,,Estádio Nacional Mané Garrincha,Brasília,openfootball
2014,Brazil,round-of-16,,2014-06-30,Germany,Algeria,2,1,Y,,,Estádio Beira-Rio,Porto Alegre,openfootball
2014,Brazil,round-of-16,,2014-07-01,Argentina,Switzerland,1,0,Y,,,Arena de São Paulo,São Paulo,openfootball
